season,round,url,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,driver,grid,podium,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time,driver_age
2022,12,http://en.wikipedia.org/wiki/2022_French_Grand_Prix,False,False,False,False,False,ocon,10,8,56,0,8,93,0,4,920.613,25
2022,12,http://en.wikipedia.org/wiki/2022_French_Grand_Prix,False,False,False,False,False,bottas,11,14,46,0,9,51,0,6,1013.665,32
2022,12,http://en.wikipedia.org/wiki/2022_French_Grand_Prix,False,False,False,False,False,vettel,12,11,15,0,14,19,0,9,1106.941,35
2022,12,http://en.wikipedia.org/wiki/2022_French_Grand_Prix,False,False,False,False,False,albon,13,13,3,0,19,3,0,10,1200.248,26
2022,12,http://en.wikipedia.org/wiki/2022_French_Grand_Prix,False,False,False,False,False,gasly,14,12,16,0,13,27,0,8,1293.687,26
2022,12,http://en.wikipedia.org/wiki/2022_French_Grand_Prix,False,False,False,False,False,stroll,15,10,4,0,18,19,0,9,1387.126,23
2022,12,http://en.wikipedia.org/wiki/2022_French_Grand_Prix,False,False,False,False,False,zhou,16,16,5,0,17,51,0,6,1480.8,23
2022,12,http://en.wikipedia.org/wiki/2022_French_Grand_Prix,False,False,False,False,False,mick_schumacher,17,15,12,0,15,34,0,7,1574.501,23
2022,12,http://en.wikipedia.org/wiki/2022_French_Grand_Prix,False,False,False,False,False,latifi,18,17,0,0,20,3,0,10,1668.295,27
2022,13,http://en.wikipedia.org/wiki/2022_Hungarian_Grand_Prix,False,False,False,False,False,russell,1,3,158,0,4,304,0,3,77.377,24
2022,13,http://en.wikipedia.org/wiki/2022_Hungarian_Grand_Prix,False,False,False,False,False,sainz,2,4,156,1,5,334,4,2,154.798,27
2022,13,http://en.wikipedia.org/wiki/2022_Hungarian_Grand_Prix,False,False,False,False,False,leclerc,3,6,178,3,2,334,4,2,232.365,24
2022,13,http://en.wikipedia.org/wiki/2022_Hungarian_Grand_Prix,False,False,False,False,False,norris,4,7,76,0,7,95,0,5,310.134,22
2022,13,http://en.wikipedia.org/wiki/2022_Hungarian_Grand_Prix,False,False,False,False,False,ocon,5,9,58,0,8,99,0,4,388.152,25
2022,13,http://en.wikipedia.org/wiki/2022_Hungarian_Grand_Prix,False,False,False,False,False,alonso,6,8,41,0,10,99,0,4,466.23,41
2022,13,http://en.wikipedia.org/wiki/2022_Hungarian_Grand_Prix,False,False,False,False,False,hamilton,7,2,146,0,6,304,0,3,544.372,37
2022,13,http://en.wikipedia.org/wiki/2022_Hungarian_Grand_Prix,False,False,False,False,False,bottas,8,20,46,0,9,51,0,6,622.529,32
2022,13,http://en.wikipedia.org/wiki/2022_Hungarian_Grand_Prix,False,False,False,False,False,ricciardo,9,15,19,0,12,95,0,5,700.908,33
2022,13,http://en.wikipedia.org/wiki/2022_Hungarian_Grand_Prix,False,False,False,False,False,max_verstappen,10,1,258,8,1,431,9,1,779.731,24
2022,13,http://en.wikipedia.org/wiki/2022_Hungarian_Grand_Prix,False,False,False,False,False,perez,11,5,173,1,3,431,9,1,858.247,32
2022,13,http://en.wikipedia.org/wiki/2022_Hungarian_Grand_Prix,False,False,False,False,False,zhou,12,13,5,0,17,51,0,6,936.82,23
2022,13,http://en.wikipedia.org/wiki/2022_Hungarian_Grand_Prix,False,False,False,False,False,kevin_magnussen,13,16,22,0,11,34,0,7,1015.645,29
2022,13,http://en.wikipedia.org/wiki/2022_Hungarian_Grand_Prix,False,False,False,False,False,stroll,14,11,4,0,18,20,0,9,1094.782,23
2022,13,http://en.wikipedia.org/wiki/2022_Hungarian_Grand_Prix,False,False,False,False,False,mick_schumacher,15,14,12,0,15,34,0,7,1173.984,23
2022,13,http://en.wikipedia.org/wiki/2022_Hungarian_Grand_Prix,False,False,False,False,False,tsunoda,16,19,11,0,16,27,0,8,1253.224,22
2022,13,http://en.wikipedia.org/wiki/2022_Hungarian_Grand_Prix,False,False,False,False,False,albon,17,17,3,0,19,3,0,10,1332.48,26
2022,13,http://en.wikipedia.org/wiki/2022_Hungarian_Grand_Prix,False,False,False,False,False,vettel,18,10,16,0,14,20,0,9,1411.753,35
2022,13,http://en.wikipedia.org/wiki/2022_Hungarian_Grand_Prix,False,False,False,False,False,latifi,19,18,0,0,20,3,0,10,1491.323,27
2022,14,http://en.wikipedia.org/wiki/2022_Belgian_Grand_Prix,False,False,False,False,False,sainz,1,3,171,1,4,357,4,2,104.297,27
2022,14,http://en.wikipedia.org/wiki/2022_Belgian_Grand_Prix,False,False,False,False,False,perez,2,2,191,1,2,475,10,1,208.75900000000001,32
2022,14,http://en.wikipedia.org/wiki/2022_Belgian_Grand_Prix,False,False,False,False,False,alonso,3,5,51,0,9,115,0,4,314.127,41
2022,14,http://en.wikipedia.org/wiki/2022_Belgian_Grand_Prix,False,False,False,False,False,hamilton,4,20,146,0,6,316,0,3,419.63,37
2022,14,http://en.wikipedia.org/wiki/2022_Belgian_Grand_Prix,False,False,False,False,False,russell,5,4,170,0,5,316,0,3,525.406,24
2022,14,http://en.wikipedia.org/wiki/2022_Belgian_Grand_Prix,False,False,False,False,False,albon,6,10,4,0,18,4,0,10,631.243,26
2022,14,http://en.wikipedia.org/wiki/2022_Belgian_Grand_Prix,False,False,False,False,False,ricciardo,7,15,19,0,13,95,0,5,737.01,33
2022,14,http://en.wikipedia.org/wiki/2022_Belgian_Grand_Prix,False,False,False,False,False,stroll,9,11,4,0,19,24,0,9,843.621,23
2022,14,http://en.wikipedia.org/wiki/2022_Belgian_Grand_Prix,False,False,False,False,False,vettel,10,8,20,0,12,24,0,9,949.965,35
2022,14,http://en.wikipedia.org/wiki/2022_Belgian_Grand_Prix,False,False,False,False,False,latifi,11,18,0,0,20,4,0,10,1056.366,27
2022,14,http://en.wikipedia.org/wiki/2022_Belgian_Grand_Prix,False,False,False,False,False,kevin_magnussen,12,16,22,0,11,34,0,7,1162.923,29
2022,14,http://en.wikipedia.org/wiki/2022_Belgian_Grand_Prix,False,False,False,False,False,bottas,13,19,46,0,10,51,0,6,1270.789,33
2022,14,http://en.wikipedia.org/wiki/2022_Belgian_Grand_Prix,False,False,False,False,False,max_verstappen,14,1,284,9,1,475,10,1,1374.454,24
2022,14,http://en.wikipedia.org/wiki/2022_Belgian_Grand_Prix,False,False,False,False,False,leclerc,15,6,186,3,3,357,4,2,1479.007,24
2022,14,http://en.wikipedia.org/wiki/2022_Belgian_Grand_Prix,False,False,False,False,False,ocon,16,7,64,0,8,115,0,4,1584.187,25
2022,14,http://en.wikipedia.org/wiki/2022_Belgian_Grand_Prix,False,False,False,False,False,norris,17,12,76,0,7,95,0,5,1690.365,22
2022,14,http://en.wikipedia.org/wiki/2022_Belgian_Grand_Prix,False,False,False,False,False,zhou,18,14,5,0,17,51,0,6,1796.45,23
2022,14,http://en.wikipedia.org/wiki/2022_Belgian_Grand_Prix,False,False,False,False,False,mick_schumacher,19,17,12,0,15,34,0,7,1904.1680000000001,23
2022,15,http://en.wikipedia.org/wiki/2022_Dutch_Grand_Prix,False,False,False,False,False,max_verstappen,1,1,310,10,1,511,11,1,70.342,24
2022,15,http://en.wikipedia.org/wiki/2022_Dutch_Grand_Prix,False,False,False,False,False,leclerc,2,3,201,3,2,376,4,2,140.70499999999998,24
2022,15,http://en.wikipedia.org/wiki/2022_Dutch_Grand_Prix,False,False,False,False,False,sainz,3,8,175,1,5,376,4,2,211.139,28
2022,15,http://en.wikipedia.org/wiki/2022_Dutch_Grand_Prix,False,False,False,False,False,hamilton,4,4,158,0,6,346,0,3,281.787,37
2022,15,http://en.wikipedia.org/wiki/2022_Dutch_Grand_Prix,False,False,False,False,False,perez,5,5,201,1,3,511,11,1,352.864,32
2022,15,http://en.wikipedia.org/wiki/2022_Dutch_Grand_Prix,False,False,False,False,False,russell,6,2,188,0,4,346,0,3,424.01099999999997,24
2022,15,http://en.wikipedia.org/wiki/2022_Dutch_Grand_Prix,False,False,False,False,False,norris,7,7,82,0,7,101,0,5,495.185,22
2022,15,http://en.wikipedia.org/wiki/2022_Dutch_Grand_Prix,False,False,False,False,False,mick_schumacher,8,13,12,0,15,34,0,7,566.627,23
2022,15,http://en.wikipedia.org/wiki/2022_Dutch_Grand_Prix,False,False,False,False,False,tsunoda,9,20,11,0,16,29,0,8,639.183,22
2022,15,http://en.wikipedia.org/wiki/2022_Dutch_Grand_Prix,False,False,False,False,False,gasly,11,11,18,0,14,29,0,8,710.695,26
2022,15,http://en.wikipedia.org/wiki/2022_Dutch_Grand_Prix,False,False,False,False,False,ocon,12,9,66,0,8,125,0,4,782.3,25
2022,15,http://en.wikipedia.org/wiki/2022_Dutch_Grand_Prix,False,False,False,False,False,alonso,13,6,59,0,9,125,0,4,853.913,41
2022,15,http://en.wikipedia.org/wiki/2022_Dutch_Grand_Prix,False,False,False,False,False,zhou,14,16,5,0,17,51,0,6,925.617,23
2022,15,http://en.wikipedia.org/wiki/2022_Dutch_Grand_Prix,False,False,False,False,False,albon,15,12,4,0,19,4,0,10,997.419,26
2022,15,http://en.wikipedia.org/wiki/2022_Dutch_Grand_Prix,False,False,False,False,False,bottas,16,19,46,0,10,51,0,6,1069.38,33
2022,15,http://en.wikipedia.org/wiki/2022_Dutch_Grand_Prix,False,False,False,False,False,ricciardo,17,17,19,0,13,101,0,5,1141.461,33
2022,15,http://en.wikipedia.org/wiki/2022_Dutch_Grand_Prix,False,False,False,False,False,kevin_magnussen,18,15,22,0,11,34,0,7,1213.78,29
2022,15,http://en.wikipedia.org/wiki/2022_Dutch_Grand_Prix,False,False,False,False,False,vettel,19,14,20,0,12,25,0,9,1286.171,35
2022,15,http://en.wikipedia.org/wiki/2022_Dutch_Grand_Prix,False,False,False,False,False,latifi,20,18,0,0,20,4,0,10,1359.5240000000001,27
2022,16,http://en.wikipedia.org/wiki/2022_Italian_Grand_Prix,False,False,False,False,False,leclerc,1,2,219,3,2,406,4,2,80.161,24
2022,16,http://en.wikipedia.org/wiki/2022_Italian_Grand_Prix,False,False,False,False,False,russell,2,3,203,0,4,371,0,3,161.703,24
2022,16,http://en.wikipedia.org/wiki/2022_Italian_Grand_Prix,False,False,False,False,False,norris,3,7,88,0,7,107,0,5,243.287,22
2022,16,http://en.wikipedia.org/wiki/2022_Italian_Grand_Prix,False,False,False,False,False,ricciardo,4,17,19,0,14,107,0,5,325.212,33
2022,16,http://en.wikipedia.org/wiki/2022_Italian_Grand_Prix,False,False,False,False,False,gasly,5,8,22,0,11,33,0,8,407.86,26
2022,16,http://en.wikipedia.org/wiki/2022_Italian_Grand_Prix,False,False,False,False,False,max_verstappen,7,1,335,11,1,545,12,1,488.166,24
2022,16,http://en.wikipedia.org/wiki/2022_Italian_Grand_Prix,False,False,False,False,False,de_vries,8,9,2,0,20,6,0,10,570.637,27
2022,16,http://en.wikipedia.org/wiki/2022_Italian_Grand_Prix,False,False,False,False,False,zhou,9,10,6,0,17,52,0,6,653.2139999999999,23
2022,16,http://en.wikipedia.org/wiki/2022_Italian_Grand_Prix,False,False,False,False,False,latifi,10,15,0,0,21,6,0,10,735.801,27
2022,16,http://en.wikipedia.org/wiki/2022_Italian_Grand_Prix,False,False,False,False,False,vettel,11,20,20,0,13,25,0,9,818.437,35
2022,16,http://en.wikipedia.org/wiki/2022_Italian_Grand_Prix,False,False,False,False,False,stroll,12,18,5,0,18,25,0,9,901.185,23
2022,16,http://en.wikipedia.org/wiki/2022_Italian_Grand_Prix,False,False,False,False,False,perez,13,6,210,1,3,545,12,1,982.391,32
2022,16,http://en.wikipedia.org/wiki/2022_Italian_Grand_Prix,False,False,False,False,False,ocon,14,11,66,0,8,125,0,4,1064.521,25
2022,16,http://en.wikipedia.org/wiki/2022_Italian_Grand_Prix,False,False,False,False,False,bottas,15,13,46,0,10,52,0,6,1146.756,33
2022,16,http://en.wikipedia.org/wiki/2022_Italian_Grand_Prix,False,False,False,False,False,kevin_magnussen,16,16,22,0,12,34,0,7,1229.664,29
2022,16,http://en.wikipedia.org/wiki/2022_Italian_Grand_Prix,False,False,False,False,False,mick_schumacher,17,12,12,0,15,34,0,7,1312.669,23
2022,16,http://en.wikipedia.org/wiki/2022_Italian_Grand_Prix,False,False,False,False,False,sainz,18,4,187,1,5,406,4,2,1393.098,28
2022,16,http://en.wikipedia.org/wiki/2022_Italian_Grand_Prix,False,False,False,False,False,hamilton,19,5,168,0,6,371,0,3,1474.622,37
2022,17,http://en.wikipedia.org/wiki/2022_Singapore_Grand_Prix,False,False,False,False,False,leclerc,1,2,237,3,2,439,4,2,109.412,24
2022,17,http://en.wikipedia.org/wiki/2022_Singapore_Grand_Prix,False,False,False,False,False,perez,2,1,235,2,3,576,13,1,218.846,32
2022,17,http://en.wikipedia.org/wiki/2022_Singapore_Grand_Prix,False,False,False,False,False,hamilton,3,9,170,0,6,373,0,3,328.312,37
2022,17,http://en.wikipedia.org/wiki/2022_Singapore_Grand_Prix,False,False,False,False,False,sainz,4,3,202,1,5,439,4,2,437.895,28
2022,17,http://en.wikipedia.org/wiki/2022_Singapore_Grand_Prix,False,False,False,False,False,alonso,5,18,59,0,9,125,0,5,547.861,41
2022,17,http://en.wikipedia.org/wiki/2022_Singapore_Grand_Prix,False,False,False,False,False,norris,6,4,100,0,7,129,0,4,658.445,22
2022,17,http://en.wikipedia.org/wiki/2022_Singapore_Grand_Prix,False,False,False,False,False,gasly,7,10,23,0,13,34,0,9,769.6560000000001,26
2022,17,http://en.wikipedia.org/wiki/2022_Singapore_Grand_Prix,False,False,False,False,False,max_verstappen,8,7,341,11,1,576,13,1,881.051,25
2022,17,http://en.wikipedia.org/wiki/2022_Singapore_Grand_Prix,False,False,False,False,False,kevin_magnussen,9,12,22,0,14,34,0,8,992.624,29
2022,17,http://en.wikipedia.org/wiki/2022_Singapore_Grand_Prix,False,False,False,False,False,tsunoda,10,15,11,0,17,34,0,9,1104.607,22
2022,17,http://en.wikipedia.org/wiki/2022_Singapore_Grand_Prix,False,False,False,False,False,stroll,11,6,13,0,15,37,0,7,1218.818,23
2022,17,http://en.wikipedia.org/wiki/2022_Singapore_Grand_Prix,False,False,False,False,False,mick_schumacher,12,13,12,0,16,34,0,8,1333.188,23
2022,17,http://en.wikipedia.org/wiki/2022_Singapore_Grand_Prix,False,False,False,False,False,vettel,13,8,24,0,12,37,0,7,1447.568,35
2022,17,http://en.wikipedia.org/wiki/2022_Singapore_Grand_Prix,False,False,False,False,False,zhou,14,20,6,0,18,52,0,6,1563.086,23
2022,17,http://en.wikipedia.org/wiki/2022_Singapore_Grand_Prix,False,False,False,False,False,bottas,15,11,46,0,10,52,0,6,1679.169,33
2022,17,http://en.wikipedia.org/wiki/2022_Singapore_Grand_Prix,False,False,False,False,False,ricciardo,16,5,29,0,11,129,0,4,1795.395,33
2022,17,http://en.wikipedia.org/wiki/2022_Singapore_Grand_Prix,False,False,False,False,False,ocon,17,16,66,0,8,125,0,5,1911.732,26
2022,17,http://en.wikipedia.org/wiki/2022_Singapore_Grand_Prix,False,False,False,False,False,albon,18,17,4,0,19,6,0,10,2028.717,26
2022,17,http://en.wikipedia.org/wiki/2022_Singapore_Grand_Prix,False,False,False,False,False,latifi,19,19,0,0,21,6,0,10,2146.2490000000003,27
2022,18,http://en.wikipedia.org/wiki/2022_Japanese_Grand_Prix,False,False,False,False,False,max_verstappen,1,1,366,12,1,619,14,1,89.304,25
2022,18,http://en.wikipedia.org/wiki/2022_Japanese_Grand_Prix,False,False,False,False,False,leclerc,2,3,252,3,3,454,4,2,178.618,24
2022,18,http://en.wikipedia.org/wiki/2022_Japanese_Grand_Prix,False,False,False,False,False,sainz,3,19,202,1,5,454,4,2,267.979,28
2022,18,http://en.wikipedia.org/wiki/2022_Japanese_Grand_Prix,False,False,False,False,False,perez,4,2,253,2,2,619,14,1,357.688,32
2022,18,http://en.wikipedia.org/wiki/2022_Japanese_Grand_Prix,False,False,False,False,False,ocon,5,4,78,0,8,143,0,4,447.853,26
2022,18,http://en.wikipedia.org/wiki/2022_Japanese_Grand_Prix,False,False,False,False,False,hamilton,6,5,180,0,6,387,0,3,538.114,37
2022,18,http://en.wikipedia.org/wiki/2022_Japanese_Grand_Prix,False,False,False,False,False,alonso,7,7,65,0,9,143,0,4,628.436,41
2022,18,http://en.wikipedia.org/wiki/2022_Japanese_Grand_Prix,False,False,False,False,False,russell,8,8,207,0,4,387,0,3,718.825,24
2022,18,http://en.wikipedia.org/wiki/2022_Japanese_Grand_Prix,False,False,False,False,False,vettel,9,6,32,0,11,45,0,7,809.379,35
2022,18,http://en.wikipedia.org/wiki/2022_Japanese_Grand_Prix,False,False,False,False,False,norris,10,10,101,0,7,130,0,5,900.382,22
2022,18,http://en.wikipedia.org/wiki/2022_Japanese_Grand_Prix,False,False,False,False,False,ricciardo,11,11,29,0,12,130,0,5,991.0409999999999,33
2022,18,http://en.wikipedia.org/wiki/2022_Japanese_Grand_Prix,False,False,False,False,False,bottas,12,15,46,0,10,52,0,6,1081.75,33
2022,18,http://en.wikipedia.org/wiki/2022_Japanese_Grand_Prix,False,False,False,False,False,tsunoda,13,13,11,0,17,34,0,9,1172.558,22
2022,18,http://en.wikipedia.org/wiki/2022_Japanese_Grand_Prix,False,False,False,False,False,zhou,14,16,6,0,18,52,0,6,1263.511,23
2022,18,http://en.wikipedia.org/wiki/2022_Japanese_Grand_Prix,False,False,False,False,False,mick_schumacher,15,17,12,0,16,34,0,8,1354.95,23
2022,18,http://en.wikipedia.org/wiki/2022_Japanese_Grand_Prix,False,False,False,False,False,albon,16,20,4,0,19,8,0,10,1446.261,26
2022,18,http://en.wikipedia.org/wiki/2022_Japanese_Grand_Prix,False,False,False,False,False,gasly,17,18,23,0,13,34,0,9,1537.613,26
2022,18,http://en.wikipedia.org/wiki/2022_Japanese_Grand_Prix,False,False,False,False,False,kevin_magnussen,18,14,22,0,14,34,0,8,1629.032,30
2022,18,http://en.wikipedia.org/wiki/2022_Japanese_Grand_Prix,False,False,False,False,False,stroll,19,12,13,0,15,45,0,7,1720.543,23
2022,19,http://en.wikipedia.org/wiki/2022_United_States_Grand_Prix,False,False,False,False,False,sainz,1,20,202,1,5,469,4,2,94.356,28
2022,19,http://en.wikipedia.org/wiki/2022_United_States_Grand_Prix,False,False,False,False,False,max_verstappen,2,1,391,13,1,656,15,1,188.804,25
2022,19,http://en.wikipedia.org/wiki/2022_United_States_Grand_Prix,False,False,False,False,False,hamilton,3,2,198,0,6,416,0,3,283.751,37
2022,19,http://en.wikipedia.org/wiki/2022_United_States_Grand_Prix,False,False,False,False,False,russell,4,5,218,0,4,416,0,3,378.73900000000003,24
2022,19,http://en.wikipedia.org/wiki/2022_United_States_Grand_Prix,False,False,False,False,False,stroll,5,18,13,0,15,49,0,7,474.337,23
2022,19,http://en.wikipedia.org/wiki/2022_United_States_Grand_Prix,False,False,False,False,False,norris,6,6,109,0,7,138,0,5,570.027,22
2022,19,http://en.wikipedia.org/wiki/2022_United_States_Grand_Prix,False,False,False,False,False,bottas,7,19,46,0,10,52,0,6,666.346,33
2022,19,http://en.wikipedia.org/wiki/2022_United_States_Grand_Prix,False,False,False,False,False,albon,8,13,4,0,19,8,0,10,762.7139999999999,26
2022,19,http://en.wikipedia.org/wiki/2022_United_States_Grand_Prix,False,False,False,False,False,perez,9,4,265,2,3,656,15,1,857.359,32
2022,19,http://en.wikipedia.org/wiki/2022_United_States_Grand_Prix,False,False,False,False,False,vettel,10,8,36,0,11,49,0,7,953.7570000000001,35
2022,19,http://en.wikipedia.org/wiki/2022_United_States_Grand_Prix,False,False,False,False,False,gasly,11,14,23,0,14,35,0,9,1050.497,26
2022,19,http://en.wikipedia.org/wiki/2022_United_States_Grand_Prix,False,False,False,False,False,leclerc,12,3,267,3,2,469,4,2,1144.9180000000001,25
2022,19,http://en.wikipedia.org/wiki/2022_United_States_Grand_Prix,False,False,False,False,False,kevin_magnussen,13,9,24,0,13,36,0,8,1241.867,30
2022,19,http://en.wikipedia.org/wiki/2022_United_States_Grand_Prix,False,False,False,False,False,alonso,14,7,71,0,9,149,0,4,1337.743,41
2022,19,http://en.wikipedia.org/wiki/2022_United_States_Grand_Prix,False,False,False,False,False,ricciardo,15,16,29,0,12,138,0,5,1434.789,33
2022,19,http://en.wikipedia.org/wiki/2022_United_States_Grand_Prix,False,False,False,False,False,mick_schumacher,16,15,12,0,16,36,0,8,1531.9,23
2022,19,http://en.wikipedia.org/wiki/2022_United_States_Grand_Prix,False,False,False,False,False,latifi,17,17,2,0,20,8,0,10,1629.144,27
2022,19,http://en.wikipedia.org/wiki/2022_United_States_Grand_Prix,False,False,False,False,False,zhou,18,12,6,0,18,52,0,6,1726.114,23
2022,19,http://en.wikipedia.org/wiki/2022_United_States_Grand_Prix,False,False,False,False,False,tsunoda,19,10,12,0,17,35,0,9,1823.261,22
2022,20,http://en.wikipedia.org/wiki/2022_Mexican_Grand_Prix,False,False,False,False,False,max_verstappen,1,1,416,14,1,696,16,1,77.775,25
2022,20,http://en.wikipedia.org/wiki/2022_Mexican_Grand_Prix,False,False,False,False,False,russell,2,4,231,0,4,447,0,3,155.854,24
2022,20,http://en.wikipedia.org/wiki/2022_Mexican_Grand_Prix,False,False,False,False,False,hamilton,3,2,216,0,5,447,0,3,233.93800000000002,37
2022,20,http://en.wikipedia.org/wiki/2022_Mexican_Grand_Prix,False,False,False,False,False,perez,4,3,280,2,2,696,16,1,312.06600000000003,32
2022,20,http://en.wikipedia.org/wiki/2022_Mexican_Grand_Prix,False,False,False,False,False,sainz,5,5,212,1,6,487,4,2,390.41700000000003,28
2022,20,http://en.wikipedia.org/wiki/2022_Mexican_Grand_Prix,False,False,False,False,False,bottas,6,10,47,0,10,53,0,6,468.818,33
2022,20,http://en.wikipedia.org/wiki/2022_Mexican_Grand_Prix,False,False,False,False,False,leclerc,7,6,275,3,3,487,4,2,547.373,25
2022,20,http://en.wikipedia.org/wiki/2022_Mexican_Grand_Prix,False,False,False,False,False,norris,8,9,111,0,7,146,0,5,626.094,22
2022,20,http://en.wikipedia.org/wiki/2022_Mexican_Grand_Prix,False,False,False,False,False,alonso,9,19,71,0,9,153,0,4,705.033,41
2022,20,http://en.wikipedia.org/wiki/2022_Mexican_Grand_Prix,False,False,False,False,False,ocon,10,8,82,0,8,153,0,4,784.043,26
2022,20,http://en.wikipedia.org/wiki/2022_Mexican_Grand_Prix,False,False,False,False,False,ricciardo,11,7,35,0,12,146,0,5,863.368,33
2022,20,http://en.wikipedia.org/wiki/2022_Mexican_Grand_Prix,False,False,False,False,False,zhou,12,13,6,0,18,53,0,6,942.844,23
2022,20,http://en.wikipedia.org/wiki/2022_Mexican_Grand_Prix,False,False,False,False,False,tsunoda,13,20,12,0,17,35,0,9,1022.433,22
2022,20,http://en.wikipedia.org/wiki/2022_Mexican_Grand_Prix,False,False,False,False,False,gasly,14,11,23,0,14,35,0,9,1102.105,26
2022,20,http://en.wikipedia.org/wiki/2022_Mexican_Grand_Prix,False,False,False,False,False,mick_schumacher,15,16,12,0,16,36,0,8,1182.5240000000001,23
2022,20,http://en.wikipedia.org/wiki/2022_Mexican_Grand_Prix,False,False,False,False,False,vettel,16,14,36,0,11,49,0,7,1262.943,35
2022,20,http://en.wikipedia.org/wiki/2022_Mexican_Grand_Prix,False,False,False,False,False,albon,17,12,4,0,19,8,0,10,1343.8020000000001,26
2022,20,http://en.wikipedia.org/wiki/2022_Mexican_Grand_Prix,False,False,False,False,False,latifi,18,18,2,0,20,8,0,10,1424.969,27
2022,20,http://en.wikipedia.org/wiki/2022_Mexican_Grand_Prix,False,False,False,False,False,kevin_magnussen,19,17,24,0,13,36,0,8,1504.8020000000001,30
2022,20,http://en.wikipedia.org/wiki/2022_Mexican_Grand_Prix,False,False,False,False,False,stroll,20,15,13,0,15,49,0,7,1585.3220000000001,24
2022,22,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,False,False,False,False,False,max_verstappen,1,1,454,15,1,759,17,1,83.824,25
2022,22,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,False,False,False,False,False,perez,2,3,305,2,3,759,17,1,167.87599999999998,32
2022,22,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,False,False,False,False,False,leclerc,3,2,308,3,2,554,4,2,251.968,25
2022,22,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,False,False,False,False,False,sainz,4,4,246,1,5,554,4,2,336.21,28
2022,22,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,False,False,False,False,False,hamilton,5,18,240,0,6,515,1,3,420.71799999999996,37
2022,22,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,False,False,False,False,False,russell,6,5,275,1,4,515,1,3,505.229,24
2022,22,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,False,False,False,False,False,norris,7,6,122,0,7,159,0,5,589.998,23
2022,22,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,False,False,False,False,False,ocon,8,7,92,0,8,173,0,4,674.828,26
2022,22,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,False,False,False,False,False,vettel,9,10,37,0,12,55,0,7,759.789,35
2022,22,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,False,False,False,False,False,alonso,10,20,81,0,9,173,0,4,844.885,41
2022,22,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,False,False,False,False,False,tsunoda,11,11,12,0,17,35,0,9,930.104,22
2022,22,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,False,False,False,False,False,mick_schumacher,12,16,12,0,16,37,0,8,1015.329,23
2022,22,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,False,False,False,False,False,ricciardo,13,9,37,0,11,159,0,5,1100.374,33
2022,22,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,False,False,False,False,False,stroll,14,8,18,0,15,55,0,7,1185.733,24
2022,22,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,False,False,False,False,False,zhou,15,12,6,0,18,55,0,6,1271.141,23
2022,22,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,False,False,False,False,False,kevin_magnussen,16,17,25,0,13,37,0,8,1356.975,30
2022,22,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,False,False,False,False,False,gasly,17,14,23,0,14,35,0,9,1442.834,26
2022,22,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,False,False,False,False,False,bottas,18,15,49,0,10,55,0,6,1528.726,33
2022,22,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,False,False,False,False,False,albon,19,13,4,0,19,8,0,10,1614.754,26
2022,22,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,False,False,False,False,False,latifi,20,19,2,0,20,8,0,10,1700.808,27
